no	scene	subfolder	image_id	objects	labels	boxes	query	truth
96	desk	desk_1	98	coffee mug,soda can	coffee_mug_5,soda_can_6	(303, 168, 93, 98),(313, 227, 67, 113)	tall mug	(1,0)
97	desk	desk_1	98	coffee mug,soda can	coffee_mug_5,soda_can_6	(303, 168, 93, 98),(313, 227, 67, 113)	soda can	(0,1)
97	desk	desk_2	1	flashlight	flashlight_1	(1, 134, 98, 57)	flashlight	(1,)
98	desk	desk_2	10	flashlight	flashlight_1	(170, 113, 142, 80)	flashlight	(1,)
99	desk	desk_2	100	flashlight	flashlight_1	(295, 109, 137, 64)	black flashlight	(1,)
100	desk	desk_2	101	flashlight	flashlight_1	(278, 91, 137, 64)	black flashlight	(1,)
101	desk	desk_2	102	flashlight	flashlight_1	(275, 109, 135, 61)	thin base flashlight	(1,)
102	desk	desk_2	103	flashlight	flashlight_1	(271, 114, 132, 60)	thin base flashlight	(1,)
103	desk	desk_2	104	flashlight	flashlight_1	(257, 131, 130, 62)	thin base flashlight	(1,)
104	desk	desk_2	105	flashlight	flashlight_1	(288, 137, 127, 54)	flashlight	(1,)
105	desk	desk_2	106	flashlight	flashlight_1	(303, 118, 127, 53)	thin base flashlight	(1,)
106	desk	desk_2	107	flashlight	flashlight_1	(310, 143, 126, 53)	black flashlight	(1,)
107	desk	desk_2	108	flashlight	flashlight_1	(307, 158, 124, 53)	black flashlight	(1,)
108	desk	desk_2	109	flashlight	flashlight_1	(299, 158, 122, 55)	thin base flashlight	(1,)
109	desk	desk_2	11	flashlight	flashlight_1	(199, 135, 139, 77)	black flashlight	(1,)
110	desk	desk_2	110	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(1, 199, 48, 63),(41, 148, 48, 64),(352, 178, 120, 48)	bowl	(1,0,0)
111	desk	desk_2	110	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(1, 199, 48, 63),(41, 148, 48, 64),(352, 178, 120, 48)	soda can	(0,1,0)
112	desk	desk_2	110	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(1, 199, 48, 63),(41, 148, 48, 64),(352, 178, 120, 48)	flashlight	(0,0,1)
111	desk	desk_2	111	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(35, 177, 87, 60),(116, 129, 43, 60),(408, 161, 123, 47)	white bowl	(1,0,0)
112	desk	desk_2	111	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(35, 177, 87, 60),(116, 129, 43, 60),(408, 161, 123, 47)	cola can	(0,1,0)
113	desk	desk_2	111	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(35, 177, 87, 60),(116, 129, 43, 60),(408, 161, 123, 47)	The flashlight right from the black soda can	(0,0,1)
112	desk	desk_2	112	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(50, 185, 86, 61),(130, 138, 42, 59),(420, 176, 123, 47)	white bowl	(1,0,0)
113	desk	desk_2	112	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(50, 185, 86, 61),(130, 138, 42, 59),(420, 176, 123, 47)	soda can	(0,1,0)
114	desk	desk_2	112	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(50, 185, 86, 61),(130, 138, 42, 59),(420, 176, 123, 47)	The flashlight right from the Coca Cola Zero	(0,0,1)
113	desk	desk_2	113	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(55, 176, 85, 59),(136, 129, 41, 59),(421, 171, 124, 48)	The bowl close to the soda can	(1,0,0)
114	desk	desk_2	113	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(55, 176, 85, 59),(136, 129, 41, 59),(421, 171, 124, 48)	black soda can	(0,1,0)
115	desk	desk_2	113	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(55, 176, 85, 59),(136, 129, 41, 59),(421, 171, 124, 48)	flashlight	(0,0,1)
114	desk	desk_2	114	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(97, 169, 80, 55),(175, 125, 39, 57),(447, 172, 125, 47)	wide bowl	(1,0,0)
115	desk	desk_2	114	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(97, 169, 80, 55),(175, 125, 39, 57),(447, 172, 125, 47)	black soda can	(0,1,0)
116	desk	desk_2	114	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(97, 169, 80, 55),(175, 125, 39, 57),(447, 172, 125, 47)	black flashlight	(0,0,1)
115	desk	desk_2	115	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(109, 161, 77, 54),(187, 119, 37, 57),(451, 171, 123, 46)	wide bowl	(1,0,0)
116	desk	desk_2	115	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(109, 161, 77, 54),(187, 119, 37, 57),(451, 171, 123, 46)	black soda can	(0,1,0)
117	desk	desk_2	115	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(109, 161, 77, 54),(187, 119, 37, 57),(451, 171, 123, 46)	The flashlight right from the soda can	(0,0,1)
116	desk	desk_2	116	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(103, 135, 77, 52),(182, 93, 37, 57),(443, 150, 122, 46)	bowl	(1,0,0)
117	desk	desk_2	116	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(103, 135, 77, 52),(182, 93, 37, 57),(443, 150, 122, 46)	soda can	(0,1,0)
118	desk	desk_2	116	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(103, 135, 77, 52),(182, 93, 37, 57),(443, 150, 122, 46)	black flashlight	(0,0,1)
117	desk	desk_2	117	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(116, 134, 76, 51),(197, 94, 36, 57),(448, 166, 121, 45)	wide bowl	(1,0,0)
118	desk	desk_2	117	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(116, 134, 76, 51),(197, 94, 36, 57),(448, 166, 121, 45)	black soda can	(0,1,0)
119	desk	desk_2	117	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(116, 134, 76, 51),(197, 94, 36, 57),(448, 166, 121, 45)	black flashlight	(0,0,1)
118	desk	desk_2	118	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(141, 112, 74, 50),(221, 73, 35, 57),(466, 148, 122, 45)	bowl	(1,0,0)
119	desk	desk_2	118	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(141, 112, 74, 50),(221, 73, 35, 57),(466, 148, 122, 45)	soda can	(0,1,0)
120	desk	desk_2	118	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(141, 112, 74, 50),(221, 73, 35, 57),(466, 148, 122, 45)	black flashlight	(0,0,1)
119	desk	desk_2	119	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(165, 86, 72, 49),(245, 48, 34, 57),(480, 126, 124, 46)	The bowl close to the Coca Cola	(1,0,0)
120	desk	desk_2	119	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(165, 86, 72, 49),(245, 48, 34, 57),(480, 126, 124, 46)	The soda can close to the bowl	(0,1,0)
121	desk	desk_2	119	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(165, 86, 72, 49),(245, 48, 34, 57),(480, 126, 124, 46)	flashlight	(0,0,1)
120	desk	desk_2	12	flashlight	flashlight_1	(217, 144, 137, 75)	flashlight	(1,)
121	desk	desk_2	120	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(189, 74, 71, 49),(269, 36, 34, 58),(499, 121, 128, 48)	bowl	(1,0,0)
122	desk	desk_2	120	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(189, 74, 71, 49),(269, 36, 34, 58),(499, 121, 128, 48)	soda can	(0,1,0)
123	desk	desk_2	120	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(189, 74, 71, 49),(269, 36, 34, 58),(499, 121, 128, 48)	flashlight	(0,0,1)
122	desk	desk_2	121	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(216, 81, 71, 48),(298, 44, 33, 57),(523, 141, 117, 53)	wide bowl	(1,0,0)
123	desk	desk_2	121	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(216, 81, 71, 48),(298, 44, 33, 57),(523, 141, 117, 53)	The soda can close to the wide bowl	(0,1,0)
124	desk	desk_2	121	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(216, 81, 71, 48),(298, 44, 33, 57),(523, 141, 117, 53)	The flashlight right from the soda can	(0,0,1)
123	desk	desk_2	122	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 98, 70, 48),(314, 63, 33, 57),(530, 171, 110, 57)	bowl	(1,0,0)
124	desk	desk_2	122	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 98, 70, 48),(314, 63, 33, 57),(530, 171, 110, 57)	The soda can close to the white bowl	(0,1,0)
125	desk	desk_2	122	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 98, 70, 48),(314, 63, 33, 57),(530, 171, 110, 57)	The flashlight right from the black soda can	(0,0,1)
124	desk	desk_2	123	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(212, 119, 70, 48),(294, 84, 33, 56),(506, 192, 133, 60)	bowl	(1,0,0)
125	desk	desk_2	123	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(212, 119, 70, 48),(294, 84, 33, 56),(506, 192, 133, 60)	cola can	(0,1,0)
126	desk	desk_2	123	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(212, 119, 70, 48),(294, 84, 33, 56),(506, 192, 133, 60)	flashlight	(0,0,1)
125	desk	desk_2	124	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(248, 132, 69, 48),(331, 100, 33, 55),(539, 222, 101, 60)	The bowl close to the soda can	(1,0,0)
126	desk	desk_2	124	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(248, 132, 69, 48),(331, 100, 33, 55),(539, 222, 101, 60)	The soda can close to the wide bowl	(0,1,0)
127	desk	desk_2	124	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(248, 132, 69, 48),(331, 100, 33, 55),(539, 222, 101, 60)	The flashlight right from the soda can	(0,0,1)
126	desk	desk_2	125	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(249, 132, 68, 49),(334, 102, 32, 56),(526, 238, 114, 73)	white bowl	(1,0,0)
127	desk	desk_2	125	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(249, 132, 68, 49),(334, 102, 32, 56),(526, 238, 114, 73)	black soda can	(0,1,0)
128	desk	desk_2	125	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(249, 132, 68, 49),(334, 102, 32, 56),(526, 238, 114, 73)	black flashlight	(0,0,1)
127	desk	desk_2	126	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(255, 116, 69, 49),(342, 86, 32, 57),(525, 235, 115, 79)	wide bowl	(1,0,0)
128	desk	desk_2	126	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(255, 116, 69, 49),(342, 86, 32, 57),(525, 235, 115, 79)	black soda can	(0,1,0)
129	desk	desk_2	126	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(255, 116, 69, 49),(342, 86, 32, 57),(525, 235, 115, 79)	black flashlight	(0,0,1)
128	desk	desk_2	127	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(257, 103, 69, 50),(344, 73, 32, 58),(517, 227, 123, 86)	wide bowl	(1,0,0)
129	desk	desk_2	127	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(257, 103, 69, 50),(344, 73, 32, 58),(517, 227, 123, 86)	Coca Cola	(0,1,0)
130	desk	desk_2	127	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(257, 103, 69, 50),(344, 73, 32, 58),(517, 227, 123, 86)	thin base flashlight	(0,0,1)
129	desk	desk_2	128	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(239, 108, 68, 50),(326, 79, 31, 57),(486, 233, 131, 86)	white bowl	(1,0,0)
130	desk	desk_2	128	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(239, 108, 68, 50),(326, 79, 31, 57),(486, 233, 131, 86)	The soda can close to the bowl	(0,1,0)
131	desk	desk_2	128	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(239, 108, 68, 50),(326, 79, 31, 57),(486, 233, 131, 86)	black flashlight	(0,0,1)
130	desk	desk_2	129	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 116, 68, 50),(324, 87, 32, 57),(478, 246, 131, 89)	The bowl close to the soda can	(1,0,0)
131	desk	desk_2	129	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 116, 68, 50),(324, 87, 32, 57),(478, 246, 131, 89)	black soda can	(0,1,0)
132	desk	desk_2	129	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 116, 68, 50),(324, 87, 32, 57),(478, 246, 131, 89)	black flashlight	(0,0,1)
131	desk	desk_2	13	flashlight	flashlight_1	(230, 166, 135, 72)	flashlight	(1,)
132	desk	desk_2	130	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 131, 68, 49),(324, 102, 31, 57),(474, 264, 131, 92)	bowl	(1,0,0)
133	desk	desk_2	130	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 131, 68, 49),(324, 102, 31, 57),(474, 264, 131, 92)	soda can	(0,1,0)
134	desk	desk_2	130	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(237, 131, 68, 49),(324, 102, 31, 57),(474, 264, 131, 92)	flashlight	(0,0,1)
133	desk	desk_2	131	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 150, 67, 50),(310, 122, 31, 56),(454, 286, 128, 94)	The bowl close to the Coca Cola	(1,0,0)
134	desk	desk_2	131	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 150, 67, 50),(310, 122, 31, 56),(454, 286, 128, 94)	Coca Cola	(0,1,0)
135	desk	desk_2	131	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 150, 67, 50),(310, 122, 31, 56),(454, 286, 128, 94)	thin base flashlight	(0,0,1)
134	desk	desk_2	132	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 167, 67, 50),(309, 139, 31, 56),(452, 305, 127, 95)	wide bowl	(1,0,0)
135	desk	desk_2	132	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 167, 67, 50),(309, 139, 31, 56),(452, 305, 127, 95)	soda can	(0,1,0)
136	desk	desk_2	132	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(223, 167, 67, 50),(309, 139, 31, 56),(452, 305, 127, 95)	thin base flashlight	(0,0,1)
135	desk	desk_2	133	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(226, 203, 67, 49),(312, 177, 31, 55),(448, 351, 126, 102)	wide bowl	(1,0,0)
136	desk	desk_2	133	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(226, 203, 67, 49),(312, 177, 31, 55),(448, 351, 126, 102)	coke can	(0,1,0)
137	desk	desk_2	133	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(226, 203, 67, 49),(312, 177, 31, 55),(448, 351, 126, 102)	thin base flashlight	(0,0,1)
136	desk	desk_2	134	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(270, 223, 66, 50),(357, 200, 30, 55),(494, 389, 131, 91)	bowl	(1,0,0)
137	desk	desk_2	134	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(270, 223, 66, 50),(357, 200, 30, 55),(494, 389, 131, 91)	soda can	(0,1,0)
138	desk	desk_2	134	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(270, 223, 66, 50),(357, 200, 30, 55),(494, 389, 131, 91)	The flashlight right from the cola can	(0,0,1)
137	desk	desk_2	135	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(290, 220, 66, 50),(378, 198, 30, 55),(514, 393, 120, 87)	The bowl close to the Coca Cola	(1,0,0)
138	desk	desk_2	135	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(290, 220, 66, 50),(378, 198, 30, 55),(514, 393, 120, 87)	black soda can	(0,1,0)
139	desk	desk_2	135	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(290, 220, 66, 50),(378, 198, 30, 55),(514, 393, 120, 87)	The flashlight right from the soda can	(0,0,1)
138	desk	desk_2	136	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(306, 218, 66, 51),(394, 198, 31, 56),(531, 404, 106, 76)	white bowl	(1,0,0)
139	desk	desk_2	136	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(306, 218, 66, 51),(394, 198, 31, 56),(531, 404, 106, 76)	The soda can close to the bowl	(0,1,0)
140	desk	desk_2	136	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(306, 218, 66, 51),(394, 198, 31, 56),(531, 404, 106, 76)	thin base flashlight	(0,0,1)
139	desk	desk_2	137	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(312, 216, 67, 51),(400, 195, 31, 55),(545, 400, 95, 80)	The bowl close to the black soda can	(1,0,0)
140	desk	desk_2	137	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(312, 216, 67, 51),(400, 195, 31, 55),(545, 400, 95, 80)	The soda can close to the wide bowl	(0,1,0)
141	desk	desk_2	137	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(312, 216, 67, 51),(400, 195, 31, 55),(545, 400, 95, 80)	The flashlight right from the black soda can	(0,0,1)
140	desk	desk_2	138	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(305, 239, 67, 51),(394, 219, 31, 55),(546, 431, 70, 49)	bowl	(1,0,0)
141	desk	desk_2	138	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(305, 239, 67, 51),(394, 219, 31, 55),(546, 431, 70, 49)	soda can	(0,1,0)
142	desk	desk_2	138	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(305, 239, 67, 51),(394, 219, 31, 55),(546, 431, 70, 49)	black flashlight	(0,0,1)
141	desk	desk_2	139	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(295, 249, 68, 52),(384, 228, 31, 56),(550, 438, 64, 42)	wide bowl	(1,0,0)
142	desk	desk_2	139	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(295, 249, 68, 52),(384, 228, 31, 56),(550, 438, 64, 42)	Coca Cola	(0,1,0)
143	desk	desk_2	139	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(295, 249, 68, 52),(384, 228, 31, 56),(550, 438, 64, 42)	black flashlight	(0,0,1)
142	desk	desk_2	14	flashlight	flashlight_1	(251, 182, 135, 70)	flashlight	(1,)
143	desk	desk_2	140	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(304, 257, 69, 53),(394, 235, 32, 56),(583, 445, 57, 35)	bowl	(1,0,0)
144	desk	desk_2	140	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(304, 257, 69, 53),(394, 235, 32, 56),(583, 445, 57, 35)	soda can	(0,1,0)
145	desk	desk_2	140	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(304, 257, 69, 53),(394, 235, 32, 56),(583, 445, 57, 35)	flashlight	(0,0,1)
144	desk	desk_2	141	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 265, 71, 55),(349, 239, 33, 56),(557, 431, 83, 49)	bowl	(1,0,0)
145	desk	desk_2	141	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 265, 71, 55),(349, 239, 33, 56),(557, 431, 83, 49)	black soda can	(0,1,0)
146	desk	desk_2	141	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 265, 71, 55),(349, 239, 33, 56),(557, 431, 83, 49)	thin base flashlight	(0,0,1)
145	desk	desk_2	142	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(204, 265, 74, 55),(294, 236, 33, 56),(511, 406, 129, 74)	white bowl	(1,0,0)
146	desk	desk_2	142	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(204, 265, 74, 55),(294, 236, 33, 56),(511, 406, 129, 74)	black soda can	(0,1,0)
147	desk	desk_2	142	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(204, 265, 74, 55),(294, 236, 33, 56),(511, 406, 129, 74)	The flashlight right from the soda can	(0,0,1)
146	desk	desk_2	143	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 282, 73, 55),(319, 253, 33, 56),(548, 421, 92, 59)	bowl	(1,0,0)
147	desk	desk_2	143	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 282, 73, 55),(319, 253, 33, 56),(548, 421, 92, 59)	Coca Cola	(0,1,0)
148	desk	desk_2	143	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(231, 282, 73, 55),(319, 253, 33, 56),(548, 421, 92, 59)	black flashlight	(0,0,1)
147	desk	desk_2	144	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 312, 74, 56),(347, 280, 34, 56),(603, 439, 37, 41)	The bowl left from the black flashlight	(1,0,0)
148	desk	desk_2	144	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 312, 74, 56),(347, 280, 34, 56),(603, 439, 37, 41)	soda can	(0,1,0)
149	desk	desk_2	144	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(261, 312, 74, 56),(347, 280, 34, 56),(603, 439, 37, 41)	The flashlight right from the bowl	(0,0,1)
148	desk	desk_2	145	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(268, 304, 74, 56),(354, 272, 34, 56),(614, 432, 26, 48)	bowl	(1,0,0)
149	desk	desk_2	145	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(268, 304, 74, 56),(354, 272, 34, 56),(614, 432, 26, 48)	coke can	(0,1,0)
150	desk	desk_2	145	bowl,soda can,flashlight	bowl_3,soda_can_4,flashlight_1	(268, 304, 74, 56),(354, 272, 34, 56),(614, 432, 26, 48)	thin base flashlight	(0,0,1)
149	desk	desk_2	146	bowl,soda can	bowl_3,soda_can_4	(275, 302, 74, 55),(360, 268, 34, 56)	bowl	(1,0)
150	desk	desk_2	146	bowl,soda can	bowl_3,soda_can_4	(275, 302, 74, 55),(360, 268, 34, 56)	soda can	(0,1)
150	desk	desk_2	147	bowl,soda can	bowl_3,soda_can_4	(273, 314, 76, 57),(359, 277, 35, 57)	bowl	(1,0)
151	desk	desk_2	147	bowl,soda can	bowl_3,soda_can_4	(273, 314, 76, 57),(359, 277, 35, 57)	black soda can	(0,1)
151	desk	desk_2	148	bowl,soda can	bowl_3,soda_can_4	(278, 316, 80, 62),(367, 276, 38, 60)	wide bowl	(1,0)
152	desk	desk_2	148	bowl,soda can	bowl_3,soda_can_4	(278, 316, 80, 62),(367, 276, 38, 60)	The soda can close to the wide bowl	(0,1)
152	desk	desk_2	149	bowl,soda can	bowl_3,soda_can_4	(250, 310, 83, 63),(341, 267, 39, 62)	wide bowl	(1,0)
153	desk	desk_2	149	bowl,soda can	bowl_3,soda_can_4	(250, 310, 83, 63),(341, 267, 39, 62)	cola can	(0,1)
153	desk	desk_2	15	flashlight	flashlight_1	(289, 190, 133, 68)	flashlight	(1,)
154	desk	desk_2	150	bowl,soda can	bowl_3,soda_can_4	(231, 281, 87, 65),(324, 235, 41, 64)	bowl	(1,0)
155	desk	desk_2	150	bowl,soda can	bowl_3,soda_can_4	(231, 281, 87, 65),(324, 235, 41, 64)	soda can	(0,1)
155	desk	desk_2	151	bowl,soda can	bowl_3,soda_can_4	(219, 284, 88, 66),(313, 238, 42, 65)	white bowl	(1,0)
156	desk	desk_2	151	bowl,soda can	bowl_3,soda_can_4	(219, 284, 88, 66),(313, 238, 42, 65)	black soda can	(0,1)
156	desk	desk_2	152	bowl,soda can	bowl_3,soda_can_4	(212, 274, 91, 67),(312, 228, 42, 67)	bowl	(1,0)
157	desk	desk_2	152	bowl,soda can	bowl_3,soda_can_4	(212, 274, 91, 67),(312, 228, 42, 67)	soda can	(0,1)
157	desk	desk_2	153	bowl,soda can	bowl_3,soda_can_4	(208, 266, 96, 70),(312, 217, 44, 70)	The bowl close to the soda can	(1,0)
158	desk	desk_2	153	bowl,soda can	bowl_3,soda_can_4	(208, 266, 96, 70),(312, 217, 44, 70)	Coca Cola Zero	(0,1)
158	desk	desk_2	154	bowl,soda can	bowl_3,soda_can_4	(174, 283, 103, 74),(285, 231, 46, 74)	white bowl	(1,0)
159	desk	desk_2	154	bowl,soda can	bowl_3,soda_can_4	(174, 283, 103, 74),(285, 231, 46, 74)	coke can	(0,1)
159	desk	desk_2	155	bowl,soda can	bowl_3,soda_can_4	(167, 295, 108, 79),(282, 241, 49, 77)	white bowl	(1,0)
160	desk	desk_2	155	bowl,soda can	bowl_3,soda_can_4	(167, 295, 108, 79),(282, 241, 49, 77)	soda can	(0,1)
160	desk	desk_2	156	bowl,soda can	bowl_3,soda_can_4	(201, 261, 110, 80),(316, 204, 50, 80)	white bowl	(1,0)
161	desk	desk_2	156	bowl,soda can	bowl_3,soda_can_4	(201, 261, 110, 80),(316, 204, 50, 80)	Coca Cola Zero	(0,1)
161	desk	desk_2	157	bowl,soda can	bowl_3,soda_can_4	(225, 229, 114, 82),(344, 169, 53, 85)	white bowl	(1,0)
162	desk	desk_2	157	bowl,soda can	bowl_3,soda_can_4	(225, 229, 114, 82),(344, 169, 53, 85)	black soda can	(0,1)
162	desk	desk_2	158	bowl,soda can	bowl_3,soda_can_4	(163, 193, 121, 85),(287, 129, 55, 89)	wide bowl	(1,0)
163	desk	desk_2	158	bowl,soda can	bowl_3,soda_can_4	(163, 193, 121, 85),(287, 129, 55, 89)	black soda can	(0,1)
163	desk	desk_2	159	bowl,soda can	bowl_3,soda_can_4	(150, 211, 125, 86),(277, 148, 55, 90)	The bowl left from the Coca Cola Zero	(1,0)
164	desk	desk_2	159	bowl,soda can	bowl_3,soda_can_4	(150, 211, 125, 86),(277, 148, 55, 90)	black soda can	(0,1)
164	desk	desk_2	16	flashlight	flashlight_1	(323, 205, 135, 67)	flashlight	(1,)
165	desk	desk_2	160	bowl,soda can	bowl_3,soda_can_4	(161, 217, 126, 88),(287, 153, 55, 91)	bowl	(1,0)
166	desk	desk_2	160	bowl,soda can	bowl_3,soda_can_4	(161, 217, 126, 88),(287, 153, 55, 91)	soda can	(0,1)
166	desk	desk_2	161	bowl,soda can	bowl_3,soda_can_4	(152, 223, 129, 91),(280, 157, 56, 93)	bowl	(1,0)
167	desk	desk_2	161	bowl,soda can	bowl_3,soda_can_4	(152, 223, 129, 91),(280, 157, 56, 93)	black soda can	(0,1)
167	desk	desk_2	162	bowl,soda can	bowl_3,soda_can_4	(130, 213, 136, 94),(263, 144, 58, 96)	The bowl left from the soda can	(1,0)
168	desk	desk_2	162	bowl,soda can	bowl_3,soda_can_4	(130, 213, 136, 94),(263, 144, 58, 96)	black soda can	(0,1)
168	desk	desk_2	163	bowl,soda can	bowl_3,soda_can_4	(96, 224, 146, 102),(235, 151, 62, 100)	white bowl	(1,0)
